Ref ID,locus,Control,Treated,FPKM_Control,FPKM_U1,log2FC U1 Vs C,test_stat,p_value,q_value,Gene Symbol
NM_016464,chr11:61299446-61369503,NHHW161152,U1,12.4172,8.45598,-0.554,-6.349,0.000,0.000,TMEM138
NM_016466,chr2:96847986-96858019,NHHW161152,U1,14.721,6.50389,-1.179,-8.703,0.000,0.000,ANKRD39
NM_016470,chr20:44195940-44210906,NHHW161152,U1,18.9074,16.8449,-0.167,-3.052,0.001,0.001,OSER1
NM_016481,chr9:97904488-97922570,NHHW161152,U1,4.42129,2.918,-0.599,-4.056,0.000,0.000,TRMO
NM_016484,chrX:70286360-70289948,NHHW161152,U1,31.0843,39.6071,0.350,6.315,0.000,0.000,PDZD11
NM_016486,chr1:45688174-45750813,NHHW161152,U1,13.8922,11.6378,-0.255,-2.851,0.001,0.001,TMEM69
NM_016491,chr1:54200166-54218383,NHHW161152,U1,49.4085,58.0393,0.232,5.802,0.000,0.000,MRPL37
NM_016494,chr2:85595713-85597708,NHHW161152,U1,133.234,65.697,-1.020,-19.842,0.000,0.000,RNF181
NM_016497,chr12:6492149-6493305,NHHW161152,U1,181.716,255.76,0.493,14.220,0.000,0.000,MRPL51
NM_016504,chr17:50367866-50373201,NHHW161152,U1,74.2455,64.4423,-0.204,-3.455,0.000,0.000,MRPL27
NM_016520,chr9:129827284-129835293,NHHW161152,U1,34.9277,31.511,-0.149,-3.302,0.000,0.000,C9orf78
NM_016530,chr15:63189528-63267774,NHHW161152,U1,6.83797,18.0143,1.398,29.251,0.000,0.000,RAB8B
NM_016531,chr4:38612700-38701508,NHHW161152,U1,6.78462,7.5034,0.145,2.337,0.002,0.002,KLF3
NM_016535,chr19:55643619-55645623,NHHW161152,U1,16.7461,31.9697,0.933,13.216,0.000,0.000,ZNF581
NM_016538,chr17:81911938-81918182,NHHW161152,U1,11.0544,5.33633,-1.051,-10.522,0.000,0.000,SIRT7
NM_016545,chr1:181088501-181090843,NHHW161152,U1,63.1507,23.8988,-1.402,-36.860,0.000,0.000,IER5
NM_016548,chr9:86026142-86100201,NHHW161152,U1,27.3862,37.2041,0.442,10.465,0.000,0.000,GOLM1
NM_016551,chr12:26971570-27014406,NHHW161152,U1,7.24819,11.3729,0.650,12.103,0.000,0.000,TM7SF3
NM_016557,chr3:132558137-132874206,NHHW161152,U1,31.4184,16.1267,-0.962,-16.285,0.000,0.000,ACKR4
NM_016558,chr20:35953616-35955359,NHHW161152,U1,92.4745,22.7454,-2.023,-27.252,0.000,0.000,SCAND1
NM_016561,chr16:14632810-14669236,NHHW161152,U1,15.7354,20.8088,0.403,8.821,0.000,0.000,BFAR
NM_016564,chr11:787109-790126,NHHW161152,U1,2.8669,2.0324,-0.496,-2.784,0.001,0.002,CEND1
NM_016565,chr11:73872667-73927736,NHHW161152,U1,53.5063,48.007,-0.156,-2.233,0.003,0.004,COA4
NM_016570,chr12:29340645-29381210,NHHW161152,U1,19.1866,24.6425,0.361,6.367,0.000,0.000,ERGIC2
NM_016577,chr3:133824235-133895847,NHHW161152,U1,1.37808,2.41142,0.807,7.574,0.000,0.000,RAB6B
NM_016578,chr11:77666228-77820834,NHHW161152,U1,6.10375,4.0926,-0.577,-8.692,0.000,0.000,RSF1
NM_016582,chr11:60924440-60951785,NHHW161152,U1,26.5976,1.82302,-3.867,-28.273,0.000,0.000,SLC15A3
NM_016589,chr3:119498520-119524278,NHHW161152,U1,51.116,46.1221,-0.148,-3.688,0.000,0.000,TIMMDC1
NM_016602,chr17:42679401-42681827,NHHW161152,U1,1.5638,1.00539,-0.637,-2.140,0.017,0.022,CCR10
NM_016604,chr5:138352595-138437027,NHHW161152,U1,6.62281,7.5362,0.186,3.927,0.000,0.000,KDM3B
NM_016607,chrX:101623129-101627841,NHHW161152,U1,36.2209,49.5148,0.451,11.359,0.000,0.000,ARMCX3
NM_016614,chr6:24649976-24666887,NHHW161152,U1,16.2675,24.3776,0.584,10.257,0.000,0.000,TDP2
NM_016622,chr2:86199432-86213354,NHHW161152,U1,5.31586,9.6478,0.860,9.748,0.000,0.000,MRPL35
NM_016626,chr18:51174549-51197681,NHHW161152,U1,6.92329,7.64769,0.144,2.361,0.005,0.007,MEX3C
NM_016628,chr10:28532587-28623112,NHHW161152,U1,10.117,11.9202,0.237,4.947,0.000,0.000,WAC
NM_016639,chr16:3020311-3022382,NHHW161152,U1,285.507,43.7915,-2.705,-63.463,0.000,0.000,TNFRSF12A
NM_016647,chr8:142727202-142736932,NHHW161152,U1,6.81929,2.90431,-1.231,-10.747,0.000,0.000,THEM6
NM_016653,chr2:173075836-173282036,NHHW161152,U1,8.28286,12.7716,0.625,12.279,0.000,0.000,ZAK
NM_016848,chr9:89005770-89178767,NHHW161152,U1,6.68107,0.649702,-3.362,-34.416,0.000,0.000,SHC3
NM_016930,chr4:4386255-4542048,NHHW161152,U1,17.3087,27.5752,0.672,11.013,0.000,0.000,STX18
NM_016932,chr2:45005184-45009403,NHHW161152,U1,0.26367,2.96254,3.490,10.303,0.000,0.000,SIX2
NM_016938,chr11:65860400-65872934,NHHW161152,U1,375.934,102.016,-1.882,-58.476,0.000,0.000,EFEMP2
NM_016946,chr1:160995210-161021343,NHHW161152,U1,0.857232,0.0671027,-3.675,-8.373,0.000,0.000,F11R
NM_016955,chr4:25120004-25160582,NHHW161152,U1,0.825307,2.04369,1.308,10.098,0.000,0.000,SEPSECS
NM_017409,chr12:53983950-53990278,NHHW161152,U1,32.118,45.9671,0.517,9.868,0.000,0.000,HOXC10
NM_017410,chr12:53935327-53946544,NHHW161152,U1,0.131412,0.264865,1.011,1.841,0.037,0.045,HOXC13
NM_017420,chr14:60709537-60724134,NHHW161152,U1,1.22942,1.63897,0.415,3.726,0.000,0.000,SIX4
NM_017421,chr6:99369471-99394206,NHHW161152,U1,2.18673,5.50214,1.331,7.182,0.000,0.000,COQ3
NM_017423,chr4:173131932-173323967,NHHW161152,U1,3.3047,4.35578,0.398,4.442,0.000,0.000,GALNT7
NM_017425,chr11:124622845-124694791,NHHW161152,U1,9.51804,7.83149,-0.281,-2.017,0.014,0.018,SPA17
NM_017439,chr7:77310750-77425443,NHHW161152,U1,1.0306,0.091799,-3.489,-7.370,0.000,0.000,GSAP
NM_017510,chr5:177592211-177596098,NHHW161152,U1,248.815,180.786,-0.461,-21.611,0.000,0.000,TMED9
NM_017514,chrX:154458280-154473646,NHHW161152,U1,29.5305,20.9226,-0.497,-19.265,0.000,0.000,PLXNA3
NM_017518,chrX:153447664-153509554,NHHW161152,U1,10.1998,7.38097,-0.467,-4.381,0.000,0.000,HAUS7
NM_017519,chr6:156777929-157210779,NHHW161152,U1,4.89013,4.3833,-0.158,-2.656,0.000,0.000,ARID1B
NM_017520,chr13:19633647-19673459,NHHW161152,U1,15.6527,11.9099,-0.394,-9.000,0.000,0.000,MPHOSPH8
NM_017523,chr17:6755836-6775645,NHHW161152,U1,7.61822,6.4343,-0.244,-3.471,0.000,0.000,XAF1
NM_017541,chr3:186538442-186544378,NHHW161152,U1,0.925463,1.79106,0.953,2.419,0.009,0.011,CRYGS
NM_017547,chr11:126269039-126278132,NHHW161152,U1,7.53872,6.46842,-0.221,-2.278,0.005,0.006,FOXRED1
NM_017550,chr19:305574-344791,NHHW161152,U1,23.004,5.63127,-2.030,-29.606,0.000,0.000,MIER2
NM_017554,chr3:122680824-122730840,NHHW161152,U1,5.07919,5.7635,0.182,3.580,0.000,0.000,PARP14
NM_017567,chr2:71068277-71078868,NHHW161152,U1,88.26,27.9011,-1.661,-41.465,0.000,0.000,NAGK
NM_017572,chr19:2037470-2051244,NHHW161152,U1,40.5921,30.9161,-0.393,-8.482,0.000,0.000,MKNK2
NM_017573,chr19:1481427-1490450,NHHW161152,U1,1.45431,0.357168,-2.026,-7.421,0.000,0.000,PCSK4
NM_017580,chr10:124942122-124987436,NHHW161152,U1,9.11707,7.91461,-0.204,-3.975,0.000,0.000,ZRANB1
NM_017582,chr1:154548574-154558644,NHHW161152,U1,21.8794,17.7978,-0.298,-5.514,0.000,0.000,UBE2Q1
NM_017583,chr11:35662751-35811053,NHHW161152,U1,11.1861,15.6516,0.485,13.074,0.000,0.000,TRIM44
NM_017588,chr9:134136087-134159972,NHHW161152,U1,13.5105,10.1228,-0.416,-6.589,0.000,0.000,WDR5
NM_017590,chr22:41244776-41360147,NHHW161152,U1,44.217,26.7403,-0.726,-17.817,0.000,0.000,ZC3H7B
NM_017599,chr12:95217745-95302790,NHHW161152,U1,5.08422,11.0036,1.114,17.696,0.000,0.000,VEZT
NM_017612,chr12:122471598-122501073,NHHW161152,U1,2.76393,3.32155,0.265,2.831,0.001,0.002,ZCCHC8
NM_017613,chr21:33577552-33588708,NHHW161152,U1,4.01101,5.57302,0.474,4.741,0.000,0.000,DONSON
NM_017617,chr9:136494432-136545786,NHHW161152,U1,3.59033,1.5459,-1.216,-15.068,0.000,0.000,NOTCH1
NM_017619,chr1:103525955-103579534,NHHW161152,U1,2.5926,7.09571,1.453,11.008,0.000,0.000,RNPC3
NM_017621,chr7:102433529-102464874,NHHW161152,U1,6.10557,3.63219,-0.749,-6.421,0.000,0.000,ALKBH4
NM_017622,chr17:8188332-8190246,NHHW161152,U1,7.97101,4.0493,-0.977,-8.923,0.000,0.000,BORCS6
NM_017623,chr2:96816253-96835384,NHHW161152,U1,3.46479,2.16304,-0.680,-6.933,0.000,0.000,CNNM3
NM_017629,chr1:35808226-35857889,NHHW161152,U1,2.78662,3.77701,0.439,6.317,0.000,0.000,AGO4
NM_017631,chr4:168216290-168318807,NHHW161152,U1,1.59831,1.31848,-0.278,-2.481,0.004,0.006,DDX60
NM_017633,chr6:81745729-81752711,NHHW161152,U1,5.21473,10.1308,0.958,17.995,0.000,0.000,FAM46A
NM_017634,chr8:25427847-25458468,NHHW161152,U1,13.5879,16.4787,0.278,5.894,0.000,0.000,KCTD9
NM_017643,chr17:51177424-51260066,NHHW161152,U1,1.26224,2.3756,0.912,8.130,0.000,0.000,MBTD1
NM_017644,chr3:183635622-183684516,NHHW161152,U1,2.71593,3.0585,0.171,2.377,0.006,0.008,KLHL24
NM_017647,chr17:63819432-63832027,NHHW161152,U1,17.2745,24.9981,0.533,10.326,0.000,0.000,FTSJ3
NM_017649,chr10:102918317-103078587,NHHW161152,U1,3.56024,1.49701,-1.250,-10.428,0.000,0.000,CNNM2
NM_017653,chr18:49043801-49460709,NHHW161152,U1,8.2139,11.7241,0.513,6.786,0.000,0.000,DYM
NM_017666,chrX:130202698-130268948,NHHW161152,U1,0.490778,0.898925,0.873,4.501,0.000,0.000,ZNF280C
NM_017669,chrX:72181675-72263964,NHHW161152,U1,0.890518,0.490803,-0.860,-4.077,0.000,0.000,ERCC6L
NM_017670,chr11:63985852-63998420,NHHW161152,U1,52.9575,28.7287,-0.882,-18.284,0.000,0.000,OTUB1
NM_017671,chr20:6074844-6123544,NHHW161152,U1,0.146183,1.39905,3.259,11.408,0.000,0.000,FERMT1
NM_017694,chr2:190408354-190502315,NHHW161152,U1,3.84456,0.949837,-2.017,-16.290,0.000,0.000,MFSD6
NM_017696,chr6:118813448-118935162,NHHW161152,U1,0.702185,1.0976,0.644,3.818,0.000,0.000,MCM9
NM_017698,chrX:110002634-110177788,NHHW161152,U1,2.04892,9.00719,2.136,25.103,0.000,0.000,TMEM164
NM_017709,chr1:117605981-117628389,NHHW161152,U1,0.466737,0.029554,-3.981,-5.899,0.002,0.003,FAM46C
NM_017721,chr19:13906142-13930880,NHHW161152,U1,13.4522,7.14215,-0.913,-15.808,0.000,0.000,CC2D1A
NM_017723,chr9:137277827-137282641,NHHW161152,U1,8.48566,3.71711,-1.191,-16.213,0.000,0.000,TOR4A
NM_017734,chr1:99516983-99765793,NHHW161152,U1,0.336219,2.40528,2.839,9.990,0.000,0.000,PALMD
NM_017742,chr18:62523424-62586743,NHHW161152,U1,1.80191,1.46887,-0.295,-2.576,0.002,0.003,ZCCHC2
NM_017748,chr17:38800433-38825350,NHHW161152,U1,6.30403,5.08071,-0.311,-3.574,0.000,0.000,CWC25
NM_017750,chr2:85341954-85354698,NHHW161152,U1,20.6845,29.3739,0.506,13.494,0.000,0.000,RETSAT
NM_017752,chrX:106802688-106876147,NHHW161152,U1,3.1254,4.62554,0.566,6.771,0.000,0.000,TBC1D8B
NM_017758,chr17:18183552-18209953,NHHW161152,U1,32.5614,18.0631,-0.850,-22.587,0.000,0.000,ALKBH5
NM_017759,chr2:205993720-206086182,NHHW161152,U1,0.682161,1.07729,0.659,6.908,0.000,0.000,INO80D
NM_017761,chr1:23959810-23963459,NHHW161152,U1,27.2054,42.0157,0.627,16.376,0.000,0.000,PNRC2
NM_017762,chr15:30903851-30991604,NHHW161152,U1,2.69824,3.87949,0.524,5.799,0.000,0.000,MTMR10
NM_017768,chr1:70144801-70205678,NHHW161152,U1,2.58724,5.99869,1.213,11.585,0.000,0.000,LRRC40
NM_017772,chr6:37212177-37332970,NHHW161152,U1,3.874,3.44203,-0.171,-1.706,0.033,0.040,TBC1D22B
NM_017774,chr6:20534456-21232403,NHHW161152,U1,2.01642,2.61227,0.374,2.983,0.001,0.001,CDKAL1
NM_017778,chr8:38275042-38382272,NHHW161152,U1,5.51227,6.34268,0.202,2.861,0.001,0.001,WHSC1L1
NM_017785,chr5:169583633-169604777,NHHW161152,U1,17.6623,8.58644,-1.041,-16.920,0.000,0.000,SPDL1
NM_017789,chr2:96859735-96869998,NHHW161152,U1,8.90626,5.30754,-0.747,-10.762,0.000,0.000,SEMA4C
NM_017793,chr15:74955101-74957434,NHHW161152,U1,8.54716,1.00597,-3.087,-18.299,0.000,0.000,RPP25
NM_017794,chr9:20658308-20995955,NHHW161152,U1,4.98898,12.942,1.375,22.904,0.000,0.000,FOCAD
NM_017797,chr19:1985447-2015703,NHHW161152,U1,58.6546,42.0859,-0.479,-15.898,0.000,0.000,BTBD2
NM_017798,chr20:63195429-63216186,NHHW161152,U1,14.1633,12.2754,-0.206,-4.005,0.000,0.000,YTHDF1
NM_017799,chr14:56579792-56649514,NHHW161152,U1,3.13135,5.51676,0.817,10.036,0.000,0.000,TMEM260
NM_017801,chr3:32481311-32502911,NHHW161152,U1,18.0917,25.2806,0.483,12.107,0.000,0.000,CMTM6
NM_017802,chr7:549196-786479,NHHW161152,U1,9.9587,7.37834,-0.433,-6.083,0.000,0.000,DNAAF5
NM_017807,chr14:20447047-20455108,NHHW161152,U1,9.74292,7.51984,-0.374,-3.918,0.000,0.000,OSGEP
NM_017811,chr9:33817183-33920403,NHHW161152,U1,23.4819,18.2726,-0.362,-10.414,0.000,0.000,UBE2R2
NM_017813,chr8:56957928-56993871,NHHW161152,U1,19.6313,11.64,-0.754,-23.569,0.000,0.000,IMPAD1
NM_017817,chr13:110523065-110561737,NHHW161152,U1,0.992566,2.65657,1.420,5.916,0.000,0.000,RAB20
NM_017818,chr1:3630766-3650107,NHHW161152,U1,7.34655,6.43411,-0.191,-1.854,0.033,0.041,WRAP73
NM_017819,chr3:101561835-101566446,NHHW161152,U1,7.6898,12.1581,0.661,7.847,0.000,0.000,TRMT10C
NM_017822,chr12:48653210-48682252,NHHW161152,U1,5.80676,6.63451,0.192,2.011,0.013,0.016,KANSL2
NM_017824,chr10:92291162-92353964,NHHW161152,U1,6.98463,8.39851,0.266,4.341,0.000,0.000,5-Mar
NM_017825,chr1:36088851-36093932,NHHW161152,U1,22.8415,8.51763,-1.423,-18.448,0.000,0.000,ADPRHL2
NM_017829,chr22:17137519-17165445,NHHW161152,U1,16.8771,7.85475,-1.103,-12.710,0.000,0.000,CECR5
NM_017831,chr18:32018481-32073191,NHHW161152,U1,0.0276082,0.252304,3.192,4.652,0.003,0.004,RNF125
NM_017832,chr9:108934392-108940957,NHHW161152,U1,6.50959,13.5321,1.056,12.373,0.000,0.000,FAM206A
NM_017839,chr16:55509000-55586670,NHHW161152,U1,6.00677,1.36893,-2.134,-20.952,0.000,0.000,LPCAT2
NM_017840,chr11:59806134-59810872,NHHW161152,U1,20.8629,36.0219,0.788,11.920,0.000,0.000,MRPL16
NM_017842,chr12:47773183-47819980,NHHW161152,U1,9.91438,5.3283,-0.896,-11.019,0.000,0.000,SLC48A1
NM_017845,chr4:47450793-47463659,NHHW161152,U1,13.0992,15.6686,0.258,3.207,0.000,0.001,COMMD8
NM_017846,chr1:28553016-28581854,NHHW161152,U1,10.5387,14.981,0.507,6.402,0.000,0.000,TRNAU1AP
NM_017854,chr19:47045908-47048624,NHHW161152,U1,42.8745,1.57469,-4.767,-15.941,0.000,0.000,TMEM160
NM_017857,chr11:67303447-67312607,NHHW161152,U1,13.733,11.398,-0.269,-4.741,0.000,0.000,SSH3
NM_017860,chr1:151047782-151059649,NHHW161152,U1,3.09087,1.4271,-1.115,-6.234,0.000,0.000,C1orf56
NM_017864,chr8:94823289-94895254,NHHW161152,U1,4.56366,10.016,1.134,14.394,0.000,0.000,INTS8
NM_017870,chr11:60924440-60951785,NHHW161152,U1,87.6847,1.57586,-5.798,-55.162,0.000,0.000,TMEM132A
NM_017875,chr3:39383323-39397328,NHHW161152,U1,17.9688,16.3185,-0.139,-2.418,0.005,0.007,SLC25A38
NM_017877,chr2:26764273-26781231,NHHW161152,U1,12.5406,7.27689,-0.785,-14.071,0.000,0.000,SLC35F6
NM_017879,chr19:57571565-57578875,NHHW161152,U1,1.20614,1.54506,0.357,1.927,0.026,0.032,ZNF416
NM_017882,chr15:68206991-68229742,NHHW161152,U1,15.7588,6.18327,-1.350,-17.478,0.000,0.000,CLN6
NM_017891,chr1:1081817-1116356,NHHW161152,U1,7.43193,1.88551,-1.979,-14.409,0.000,0.000,C1orf159
NM_017892,chr2:152651592-152717461,NHHW161152,U1,7.20095,9.02267,0.325,7.699,0.000,0.000,PRPF40A
NM_017896,chr20:62938088-62948475,NHHW161152,U1,8.77693,10.3817,0.242,4.726,0.000,0.000,GID8
NM_017902,chr10:100535883-100553924,NHHW161152,U1,8.04183,9.9487,0.307,7.324,0.000,0.000,HIF1AN
NM_017905,chr13:113490992-113550229,NHHW161152,U1,44.2696,72.1918,0.706,27.025,0.000,0.000,TMCO3
NM_017907,chr11:71998911-72112776,NHHW161152,U1,121.556,105.154,-0.209,-4.535,0.000,0.000,LAMTOR1
NM_017910,chr2:28810833-28870309,NHHW161152,U1,4.12356,6.53751,0.665,5.553,0.000,0.000,TRMT61B
NM_017913,chr9:4679552-4708398,NHHW161152,U1,4.58044,5.82937,0.348,4.358,0.000,0.000,CDC37L1
NM_017914,chr19:1275520-1279244,NHHW161152,U1,78.741,14.5306,-2.438,-29.490,0.000,0.000,C19orf24
NM_017916,chr19:49446292-49451858,NHHW161152,U1,55.0983,38.3735,-0.522,-10.758,0.000,0.000,PIH1D1
NM_017918,chr4:109560198-109687716,NHHW161152,U1,4.39609,10.6981,1.283,9.837,0.000,0.000,MCUB
NM_017919,chr9:99906632-99974536,NHHW161152,U1,1.92522,3.14027,0.706,8.651,0.000,0.000,STX17
NM_017921,chr17:81556884-81637153,NHHW161152,U1,41.4449,24.4575,-0.761,-19.110,0.000,0.000,NPLOC4
NM_017922,chr14:45084098-45134529,NHHW161152,U1,4.47981,9.69485,1.114,12.682,0.000,0.000,PRPF39
NM_017924,chr14:23058564-23100456,NHHW161152,U1,20.7907,19.1092,-0.122,-2.193,0.001,0.002,C14orf119
NM_017925,chr9:19230764-19374268,NHHW161152,U1,2.55032,5.25333,1.043,15.188,0.000,0.000,DENND4C
NM_017931,chr22:46267963-46294008,NHHW161152,U1,11.6729,10.0537,-0.215,-3.340,0.000,0.000,TTC38
NM_017934,chr6:78934418-79078294,NHHW161152,U1,3.37289,3.00056,-0.169,-3.179,0.000,0.000,PHIP
NM_017940,chr1:16562426-16613605,NHHW161152,U1,3.84135,10.6626,1.473,25.694,0.000,0.000,NBPF1
NM_017945,chr3:112562009-112584437,NHHW161152,U1,6.0009,9.04766,0.592,8.511,0.000,0.000,SLC35A5
NM_017946,chr7:30010582-30026801,NHHW161152,U1,7.01825,14.7173,1.068,18.348,0.000,0.000,FKBP14
NM_017947,chr18:36187516-36268722,NHHW161152,U1,1.92012,4.30972,1.166,9.144,0.000,0.000,MOCOS
NM_017952,chr2:86106181-86142157,NHHW161152,U1,3.18634,7.36159,1.208,17.512,0.000,0.000,PTCD3
NM_017955,chr14:105009572-105021088,NHHW161152,U1,12.428,5.96259,-1.060,-12.562,0.000,0.000,CDCA4
NM_017956,chr8:124450806-124453025,NHHW161152,U1,2.58051,3.74705,0.538,4.041,0.000,0.000,TRMT12
NM_017966,chr11:61130255-61161444,NHHW161152,U1,19.1458,6.48476,-1.562,-23.388,0.000,0.000,VPS37C
NM_017970,chr14:90278053-90332137,NHHW161152,U1,2.75429,3.10838,0.174,1.786,0.040,0.048,NRDE2
NM_017994,chr7:66921215-66958551,NHHW161152,U1,26.3347,20.8587,-0.336,-10.015,0.000,0.000,TMEM248
NM_017998,chr9:74946582-74952886,NHHW161152,U1,5.77067,3.41323,-0.758,-6.941,0.000,0.000,C9orf40
NM_018000,chr2:215942590-216013623,NHHW161152,U1,2.01402,0.946236,-1.090,-6.550,0.000,0.000,MREG
NM_018004,chr3:100492618-100577452,NHHW161152,U1,69.033,48.5788,-0.507,-13.580,0.000,0.000,TMEM45A
NM_018009,chr12:6452010-6470899,NHHW161152,U1,4.65436,11.3622,1.288,12.051,0.000,0.000,TAPBPL
NM_018010,chr3:108160811-108222570,NHHW161152,U1,8.18936,7.55725,-0.116,-1.711,0.047,0.056,IFT57
NM_018011,chr13:106543313-106568166,NHHW161152,U1,27.9753,76.9804,1.460,35.190,0.000,0.000,ARGLU1
NM_018019,chr17:17476985-17493220,NHHW161152,U1,4.96222,5.8427,0.236,2.356,0.006,0.008,MED9
NM_018023,chr3:183697817-183812625,NHHW161152,U1,6.57094,10.5418,0.682,14.999,0.000,0.000,YEATS2
NM_018025,chr19:33080879-33130412,NHHW161152,U1,1.78642,2.15397,0.270,1.980,0.019,0.024,GPATCH1
NM_018026,chr11:66070352-66244747,NHHW161152,U1,26.1321,17.1255,-0.610,-17.657,0.000,0.000,PACS1
NM_018029,chr3:72996742-73069201,NHHW161152,U1,0.334716,1.07383,1.682,4.343,0.000,0.000,EBLN2
NM_018036,chr14:96279201-96363401,NHHW161152,U1,1.83994,3.08831,0.747,12.584,0.000,0.000,ATG2B
NM_018046,chr5:77030384-77065233,NHHW161152,U1,5.04393,7.14364,0.502,7.757,0.000,0.000,AGGF1
NM_018047,chr5:150690789-150701107,NHHW161152,U1,12.3665,10.7873,-0.197,-2.966,0.001,0.001,RBM22
NM_018050,chr12:12329283-12350235,NHHW161152,U1,2.23605,3.72219,0.735,5.355,0.000,0.000,MANSC1
NM_018051,chr7:158856577-158946192,NHHW161152,U1,5.5731,4.15154,-0.425,-5.328,0.000,0.000,WDR60
NM_018052,chr16:70687438-70801158,NHHW161152,U1,14.6164,6.11719,-1.257,-17.051,0.000,0.000,VAC14
NM_018053,chr1:27959461-27968096,NHHW161152,U1,8.20168,5.40839,-0.601,-7.353,0.000,0.000,XKR8
NM_018059,chr7:4799108-4883704,NHHW161152,U1,1.37807,0.544554,-1.340,-6.599,0.000,0.000,RADIL
NM_018060,chr1:220094112-220148041,NHHW161152,U1,25.6266,48.5332,0.921,20.320,0.000,0.000,IARS2
NM_018061,chr1:108692309-108701800,NHHW161152,U1,11.3583,12.4712,0.135,2.294,0.002,0.003,PRPF38B
NM_018064,chr6:87674859-87702267,NHHW161152,U1,24.5131,14.1936,-0.788,-13.310,0.000,0.000,AKIRIN2
NM_018066,chr1:26879381-26890378,NHHW161152,U1,15.3586,9.44598,-0.701,-8.247,0.000,0.000,GPN2
NM_018072,chr1:236518213-236604541,NHHW161152,U1,2.87734,6.57263,1.192,18.177,0.000,0.000,HEATR1
NM_018074,chr19:4247113-4269088,NHHW161152,U1,15.082,5.51556,-1.451,-13.390,0.000,0.000,CCDC94
NM_018079,chr2:45388679-45611294,NHHW161152,U1,1.74901,3.86043,1.142,9.998,0.000,0.000,SRBD1
NM_018083,chr19:7516117-7521025,NHHW161152,U1,57.6388,11.6664,-2.305,-40.678,0.000,0.000,ZNF358
NM_018085,chr1:201648321-201884294,NHHW161152,U1,5.14487,6.59783,0.359,6.864,0.000,0.000,IPO9
NM_018094,chrX:51743384-51746230,NHHW161152,U1,3.75906,4.54202,0.273,2.749,0.002,0.002,GSPT2
NM_018109,chr10:30309800-30349338,NHHW161152,U1,1.84388,1.61067,-0.195,-1.831,0.036,0.043,MTPAP
NM_018110,chr16:57462638-57486473,NHHW161152,U1,16.2446,14.873,-0.127,-2.055,0.005,0.007,DOK4
NM_018111,chr19:49114360-49119140,NHHW161152,U1,1.24929,0.337233,-1.889,-2.854,0.012,0.015,C19orf73
NM_018112,chr9:105694524-105776611,NHHW161152,U1,3.74485,1.81503,-1.045,-9.054,0.000,0.000,TMEM38B
NM_018117,chr10:120761811-120909526,NHHW161152,U1,8.56913,15.9095,0.893,15.741,0.000,0.000,WDR11
NM_018122,chr1:173824658-173858544,NHHW161152,U1,3.16567,7.02911,1.151,13.048,0.000,0.000,DARS2
NM_018124,chr16:74621398-74666881,NHHW161152,U1,4.28706,2.4904,-0.784,-9.274,0.000,0.000,RFWD3
NM_018126,chr4:41935119-41960807,NHHW161152,U1,3.53614,4.46505,0.336,5.618,0.000,0.000,TMEM33
NM_018128,chr17:2303942-2337384,NHHW161152,U1,8.57352,9.84105,0.199,3.319,0.000,0.000,TSR1
NM_018129,chr17:47941522-47949308,NHHW161152,U1,8.47881,7.27085,-0.222,-3.418,0.000,0.000,PNPO
NM_018130,chr3:72749276-72848447,NHHW161152,U1,3.5876,5.79954,0.693,7.218,0.000,0.000,SHQ1
NM_018132,chr6:49463382-49493107,NHHW161152,U1,3.17405,2.03968,-0.638,-3.747,0.000,0.000,CENPQ
NM_018137,chr1:107056644-107059296,NHHW161152,U1,3.68764,2.61442,-0.496,-4.103,0.000,0.000,PRMT6
NM_018141,chr6:42206800-42217895,NHHW161152,U1,17.5659,13.5901,-0.370,-6.120,0.000,0.000,MRPS10
NM_018142,chr8:19817406-19852075,NHHW161152,U1,11.3934,17.9738,0.658,11.409,0.000,0.000,INTS10
NM_018143,chr17:41848518-41865431,NHHW161152,U1,0.85593,1.05834,0.306,2.434,0.006,0.007,KLHL11
NM_018153,chr2:69013143-69249327,NHHW161152,U1,193.616,31.821,-2.605,-73.785,0.000,0.000,ANTXR1
NM_018154,chr19:14119508-14136628,NHHW161152,U1,13.2015,2.75068,-2.263,-18.101,0.000,0.000,ASF1B
NM_018157,chr12:106357657-106889316,NHHW161152,U1,2.06426,2.68931,0.382,3.694,0.000,0.000,RIC8B
NM_018159,chrX:51490010-51496607,NHHW161152,U1,2.0588,7.42378,1.850,14.811,0.000,0.000,NUDT11
NM_018161,chr11:71453170-71501535,NHHW161152,U1,23.4539,32.2601,0.460,8.550,0.000,0.000,NADSYN1
NM_018163,chr15:40767868-40814569,NHHW161152,U1,8.35922,15.4763,0.889,7.493,0.000,0.000,DNAJC17
NM_018164,chr12:26905178-26938321,NHHW161152,U1,4.11735,9.707,1.237,15.067,0.000,0.000,ASUN
NM_018169,chr12:31959418-31993107,NHHW161152,U1,1.03052,1.62701,0.659,5.537,0.000,0.000,KIAA1551
NM_018178,chr1:150646224-150697196,NHHW161152,U1,6.87841,7.95677,0.210,2.992,0.001,0.001,GOLPH3L
NM_018180,chr10:125823534-125881315,NHHW161152,U1,7.10457,5.55307,-0.355,-4.207,0.000,0.000,DHX32
NM_018184,chr3:5122244-5180916,NHHW161152,U1,27.2512,33.8324,0.312,8.766,0.000,0.000,ARL8B
NM_018190,chr4:121824328-121870497,NHHW161152,U1,6.14066,12.2593,0.997,13.884,0.000,0.000,BBS7
